Date,Time,Latitude,Longitude,Type,Depth,Magnitude,NormalizedLat,NormalizedLong,NormalizedDepth,NormalizedMag,,,,Latitude_max_min,Longitude_max_min,Depth_max_min,Magnitude_max_min
23779.00,0.7017,53.191,-161.859,Earthquake,22.5,6.3,0.798792041,0.050384033,0.033661389,0.222222222,,,,,,,
23779.00,0.7573,51.447,176.469,Earthquake,25.2,5.8,0.788098231,0.990197086,0.03751248,0.083333333,,,,,,,
23780.00,0.0952,51.258,173.393,Earthquake,17.7,5.7,0.786939326,0.981652523,0.026815005,0.055555556,,,,,,,
23780.00,0.1746,52.031,175.411,Earthquake,25,5.7,0.791679186,0.987258156,0.037227214,0.055555556,,,,,,,
23780.00,0.3930,51.294,179.092,Earthquake,25,5.8,0.78716007,0.997483298,0.037227214,0.083333333,,,,,,,
23781.00,0.6575,55.223,165.426,Earthquake,32.5,5.9,0.811251801,0.95952166,0.04792469,0.111111111,,,,,,,
23782.00,0.2376,-18.718,169.386,Earthquake,200,5.6,0.357862464,0.970521813,0.286834974,0.027777778,,,,,,,
23782.00,0.7342,52.815,171.904,Earthquake,30,6,0.796486495,0.977516354,0.044358865,0.138888889,,,,,,,
23785.00,0.0383,52.188,172.752,Earthquake,25,5.8,0.792641874,0.979871943,0.037227214,0.083333333,,,,,,,
23788.00,0.0591,51.009,179.325,Earthquake,20,5.8,0.785412515,0.99813053,0.030095564,0.083333333,,,,,,,
23788.00,0.4469,3.026,125.951,Earthquake,100,5.9,0.49119171,0.849867359,0.144201968,0.111111111,,,,,,,
23789.00,0.5168,38.908,142.095,Earthquake,53.5,5.7,0.711211945,0.894712427,0.077877621,0.055555556,,,,,,,
23790.00,0.4298,51.694,176.446,Earthquake,30,5.7,0.789612779,0.990133196,0.044358865,0.055555556,,,,,,,
23790.00,0.7666,21.527,143.081,Earthquake,340,5.6,0.604635619,0.897451353,0.486521181,0.027777778,,,,,,,
23791.00,0.1852,25.011,94.186,Earthquake,55,5.6,0.625998712,0.761630023,0.080017116,0.027777778,,,,,,,
23791.00,0.9443,-7.251,126.715,Earthquake,35,5.9,0.428175491,0.851989611,0.051490515,0.111111111,,,,,,,
23791.00,0.9678,51.415,179.358,Earthquake,40.4,5.8,0.787902014,0.998222198,0.059192697,0.083333333,,,,,,,
23794.00,0.4683,-15.343,-172.889,Earthquake,35,5.8,0.378557194,0.019744719,0.051490515,0.083333333,,,,,,,
23796.00,0.9248,-25.633,-70.679,Earthquake,35,7,0.315461263,0.303665329,0.051490515,0.416666667,,,,,,,
23798.00,0.2024,-5.461,151.98,Earthquake,40,6.2,0.439151363,0.922171141,0.058622165,0.194444444,,,,,,,
23798.00,0.2238,51.884,173.072,Earthquake,20.3,6.2,0.790777815,0.980760844,0.030523463,0.194444444,,,,,,,
23799.00,0.9835,6.746,-72.971,Earthquake,160,5.6,0.514001901,0.297298574,0.229781772,0.027777778,,,,,,,
23800.00,0.3239,28.133,-112.208,Earthquake,10,6,0.645142104,0.188305393,0.015832264,0.138888889,,,,,,,
23802.00,0.3062,-5.377,152.115,Earthquake,30,5.9,0.439666432,0.922546146,0.044358865,0.111111111,,,,,,,
23802.00,0.3465,21.104,121.218,Earthquake,30,5.7,0.60204188,0.836719954,0.044358865,0.055555556,,,,,,,
23802.00,0.3811,-5.371,152.055,Earthquake,40,5.5,0.439703222,0.922379477,0.058622165,0,,,,,,,
23802.00,0.5562,21.122,121.148,Earthquake,30,5.6,0.602152252,0.836525507,0.044358865,0.027777778,,,,,,,
23802.00,0.8070,52.204,173.911,Earthquake,33.6,5.7,0.792739982,0.983091432,0.049493653,0.055555556,,,,,,,
23802.00,0.8974,15.404,-92.623,Earthquake,105.2,5.6,0.567090781,0.242708927,0.151618885,0.027777778,,,,,,,
23803.00,0.9167,38.399,28.226,Earthquake,10,5.8,0.708090873,0.578405256,0.015832264,0.083333333,,,,,,,
23804.00,0.6104,-27.145,-177.262,Earthquake,15,5.6,0.306190024,0.007597328,0.022963914,0.027777778,,,,,,,
23804.00,0.6348,-5.514,151.819,Earthquake,14.8,6.7,0.438826379,0.921723913,0.022678648,0.333333333,,,,,,,
23804.00,0.6996,53.046,171.308,Earthquake,25.7,6.3,0.797902934,0.975860776,0.038225645,0.222222222,,,,,,,
23805.00,0.0756,-5.487,146.993,Earthquake,200,5.7,0.438991937,0.908318171,0.286834974,0.055555556,,,,,,,
23806.00,0.2605,50.928,179.511,Earthquake,30,5.5,0.784915841,0.998647203,0.044358865,0,,,,,,,
23806.00,0.5714,52.39,174.937,Earthquake,35,5.6,0.793880492,0.985941471,0.051490515,0.027777778,,,,,,,
23806.00,0.6058,-27.027,-63.214,Earthquake,560.8,5.8,0.306913573,0.324401728,0.801454857,0.083333333,,,,,,,
23806.00,0.7495,52.416,174.239,Earthquake,35,5.6,0.794039918,0.984002556,0.051490515,0.027777778,,,,,,,
23807.00,0.4659,-18.425,-132.923,Earthquake,10,5.6,0.359659073,0.130762927,0.015832264,0.027777778,,,,,,,
23807.00,0.8500,20.13,121.461,Earthquake,45,5.8,0.596069534,0.837394964,0.065753815,0.083333333,,,,,,,
23808.00,0.0717,-29.998,-177.968,Earthquake,50,6,0.288696079,0.005636189,0.072885466,0.138888889,,,,,,,
23810.00,0.7486,39.197,23.86,Earthquake,15,6.1,0.712984027,0.566277309,0.022963914,0.166666667,,,,,,,
23814.00,0.3149,53.292,-162.331,Earthquake,20,5.7,0.79941135,0.049072904,0.030095564,0.055555556,,,,,,,
23815.00,0.6619,36.405,70.724,Earthquake,207.8,7.4,0.69586412,0.696456895,0.297960348,0.527777778,,,,,,,
23816.00,0.0848,22.635,121.117,Earthquake,15,5.8,0.611429623,0.836439395,0.022963914,0.083333333,,,,,,,
23817.00,0.6988,40.697,143.032,Earthquake,32.1,6.4,0.722181684,0.89731524,0.047354158,0.25,,,,,,,
23818.00,0.6023,52.785,171.821,Earthquake,25,6,0.796302542,0.977285796,0.037227214,0.138888889,,,,,,,
23819.00,0.2654,-20.036,-175.89,Earthquake,224.9,6.3,0.349780789,0.011408492,0.322350592,0.222222222,,,,,,,
23819.00,0.5283,-55.857,-26.758,Earthquake,35,5.7,0.130134592,0.425669801,0.051490515,0.055555556,,,,,,,
23820.00,0.6812,-1.887,119.836,Earthquake,40,6,0.461066315,0.832881012,0.058622165,0.138888889,,,,,,,
23822.00,0.4641,-1.547,126.623,Earthquake,28.9,6.3,0.463151118,0.851734052,0.042789902,0.222222222,,,,,,,
23823.00,0.1145,-15.262,-173.254,Earthquake,30.5,6.5,0.379053868,0.018730816,0.04507203,0.277777778,,,,,,,
23823.00,0.9559,-31.974,-71.573,Earthquake,48.8,6.2,0.276579698,0.301181961,0.07117387,0.194444444,,,,,,,
23824.00,0.9959,-15.382,-173.194,Earthquake,25,6.2,0.378318055,0.018897485,0.037227214,0.194444444,,,,,,,
23825.00,0.9460,8.418,126.553,Earthquake,55,5.7,0.524254223,0.851539605,0.080017116,0.055555556,,,,,,,
23829.00,0.5577,55.26,161.904,Earthquake,40,5.8,0.811478677,0.949738191,0.058622165,0.083333333,,,,,,,
23829.00,0.6898,-32.522,-71.233,Earthquake,70,7.4,0.273219487,0.302126418,0.101412067,0.527777778,,,,,,,
23830.00,0.4497,40.687,142.915,Earthquake,30,6.4,0.722120367,0.896990236,0.044358865,0.25,,,,,,,
23831.00,0.0146,-20.502,-173.701,Earthquake,20,5.9,0.346923384,0.017489132,0.030095564,0.111111111,,,,,,,
23831.00,0.1022,50.282,177.959,Earthquake,20,7.6,0.780954717,0.994336032,0.030095564,0.583333333,,,,,,,
23832.00,0.4080,38.365,22.405,Earthquake,75,6.8,0.707882393,0.562235587,0.108543717,0.361111111,,,,,,,
23833.00,0.2977,9.986,125.896,Earthquake,60,5.9,0.533868841,0.849714579,0.087148766,0.111111111,,,,,,,
23835.00,0.4727,15.8,-98.067,Earthquake,10,5.8,0.569518963,0.227586494,0.015832264,0.083333333,,,,,,,
23836.00,0.5630,51.865,175.172,Earthquake,30.7,5.7,0.790661312,0.986594258,0.045357296,0.055555556,,,,,,,
23836.00,0.6502,-27.088,-176.046,Earthquake,25,5.6,0.306539535,0.010975152,0.037227214,0.027777778,,,,,,,
23837.00,0.1339,37.505,22.067,Earthquake,20,6.1,0.702609069,0.561296685,0.030095564,0.166666667,,,,,,,
23837.00,0.5779,44.812,150.871,Earthquake,39.2,5.7,0.747413925,0.919090543,0.057481101,0.055555556,,,,,,,
23838.00,0.2305,36.083,139.968,Earthquake,50,5.7,0.693889689,0.888804011,0.072885466,0.055555556,,,,,,,
23838.00,0.4045,-0.463,120.039,Earthquake,25,6.2,0.469797958,0.833444909,0.037227214,0.194444444,,,,,,,
23840.00,0.5722,52.192,173.437,Earthquake,25,6.1,0.792666401,0.981774747,0.037227214,0.166666667,,,,,,,
23841.00,0.4482,-32.707,-178.207,Earthquake,20,6,0.272085109,0.004972291,0.030095564,0.138888889,,,,,,,
23841.00,0.9980,35.047,24.318,Earthquake,65,6.2,0.687537174,0.567549549,0.094280416,0.194444444,,,,,,,
23842.00,0.6159,-20.455,-173.621,Earthquake,17.5,5.7,0.347211577,0.017711357,0.026529739,0.055555556,,,,,,,
23842.00,0.9394,-17.857,-178.646,Earthquake,543.7,6.5,0.36314192,0.00375283,0.777064613,0.277777778,,,,,,,
23842.00,0.9535,-13.409,170.376,Earthquake,635,6.3,0.390416041,0.973271851,0.907288547,0.222222222,,,,,,,
23843.00,0.0078,-42.692,174.205,Earthquake,20,5.9,0.210859368,0.98390811,0.030095564,0.111111111,,,,,,,
23843.00,0.7858,-26.168,178.628,Earthquake,570,5.7,0.312180765,0.996194392,0.814577093,0.055555556,,,,,,,
23844.00,0.8620,30.317,138.702,Earthquake,421.7,5.6,0.658533893,0.885287296,0.603052346,0.027777778,,,,,,,
23847.00,0.2152,25.08,122.897,Earthquake,165,5.6,0.626421805,0.841383908,0.236913422,0.027777778,,,,,,,
23848.00,0.9739,64.572,-160.375,Earthquake,15,6,0.868577736,0.054506313,0.022963914,0.138888889,,,,,,,
23850.00,0.2736,41.46,-127.416,Earthquake,10,5.9,0.726860226,0.146060362,0.015832264,0.111111111,,,,,,,
23850.00,0.4023,-59.687,-26.454,Earthquake,25,6.1,0.106649906,0.426514257,0.037227214,0.166666667,,,,,,,
23850.00,0.5291,-59.586,-26.372,Earthquake,25,6.1,0.107269215,0.426742038,0.037227214,0.166666667,,,,,,,
23851.00,0.9875,34.848,138.332,Earthquake,35,6,0.686316951,0.884259504,0.051490515,0.138888889,,,,,,,
23856.00,0.9135,11.451,140.231,Earthquake,70,5.8,0.542851887,0.889534577,0.101412067,0.083333333,,,,,,,
23857.00,0.0418,24.409,142.776,Earthquake,30,6,0.622307386,0.89660412,0.044358865,0.138888889,,,,,,,
23858.00,0.4080,-1.733,126.568,Earthquake,25,5.7,0.462010608,0.851581272,0.037227214,0.055555556,,,,,,,
23858.00,0.8536,54.157,-162.59,Earthquake,36.8,5.6,0.804715332,0.048353449,0.054057909,0.027777778,,,,,,,
23858.00,0.9276,21.045,120.798,Earthquake,37.1,6.1,0.601680105,0.835553272,0.054485808,0.166666667,,,,,,,
23859.00,0.4544,-6.822,129.504,Earthquake,30,6,0.430806021,0.859736941,0.044358865,0.138888889,,,,,,,
23859.00,0.5897,35.626,23.425,Earthquake,60,6.1,0.69108747,0.565068959,0.087148766,0.166666667,,,,,,,
23859.00,0.8398,1.333,-85.075,Earthquake,15,5.8,0.48081062,0.263675884,0.022963914,0.083333333,,,,,,,
23861.00,0.6450,47.288,-122.406,Earthquake,64.7,6.7,0.762596192,0.159977222,0.093852517,0.333333333,,,,,,,
23861.00,0.6590,-5.548,110.332,Earthquake,480,6,0.438617899,0.806480646,0.686207388,0.138888889,,,,,,,
23863.00,0.8944,60.35,-146.176,Earthquake,15,5.6,0.842689395,0.093948527,0.022963914,0.027777778,,,,,,,
23864.00,0.3012,28.927,128.769,Earthquake,22.5,5.8,0.650010731,0.857695246,0.033661389,0.083333333,,,,,,,
23865.00,0.0483,-32.537,-70.569,Earthquake,90,5.8,0.27312751,0.303970888,0.129938668,0.083333333,,,,,,,
23865.00,0.4178,13.683,-89.07,Earthquake,15,5.9,0.556538002,0.252578508,0.022963914,0.111111111,,,,,,,
23865.00,0.6730,-24.281,-67.927,Earthquake,110,5.7,0.323751418,0.311309879,0.158465269,0.055555556,,,,,,,
23866.00,0.3574,41.801,79.414,Earthquake,10,6.2,0.72895116,0.720596119,0.015832264,0.194444444,,,,,,,
23874.00,0.3375,-3.523,137.924,Earthquake,50,5.7,0.451034736,0.883126155,0.072885466,0.055555556,,,,,,,
23874.00,0.4401,-6.174,130.358,Earthquake,153.1,6.1,0.43477941,0.862109196,0.219940094,0.166666667,,,,,,,
23877.00,0.9990,-4.131,134.946,Earthquake,25,5.8,0.447306619,0.874853817,0.037227214,0.083333333,,,,,,,
23878.00,0.4832,5.268,125.467,Earthquake,35,5.9,0.504939142,0.848522896,0.051490515,0.111111111,,,,,,,
23879.00,0.7219,22.336,121.248,Earthquake,68.4,6.7,0.609596223,0.836803289,0.099129939,0.333333333,,,,,,,
23881.00,0.1257,-8.938,159.083,Earthquake,35,5.6,0.417831192,0.941901971,0.051490515,0.027777778,,,,,,,
23881.00,0.2527,-6.575,105.311,Earthquake,35,5.6,0.432320569,0.79253323,0.051490515,0.027777778,,,,,,,
23881.00,0.5833,-4.819,152.436,Earthquake,50,5.5,0.44308796,0.923437826,0.072885466,0,,,,,,,
23882.00,0.0281,-14.921,167.34,Earthquake,120,7.7,0.381144802,0.964838401,0.172728569,0.611111111,,,,,,,
23884.00,0.1290,1.309,126.239,Earthquake,35,5.7,0.480663458,0.85066737,0.051490515,0.055555556,,,,,,,
23884.00,0.4386,-21.126,-178.537,Earthquake,553.8,6.1,0.343097158,0.004055612,0.791470546,0.166666667,,,,,,,
23885.00,0.9905,52.149,175.119,Earthquake,28.5,6,0.792402735,0.986447034,0.04221937,0.138888889,,,,,,,
23886.00,0.9731,13.174,124.604,Earthquake,25,5.9,0.55341693,0.846125641,0.037227214,0.111111111,,,,,,,
23887.00,0.5471,51.227,178.882,Earthquake,30.1,5.8,0.786749241,0.996899957,0.044501498,0.083333333,,,,,,,
23888.00,0.8224,-55.957,-27.875,Earthquake,125,6,0.129521415,0.42256698,0.17986022,0.138888889,,,,,,,
23893.00,0.4852,-7.566,128.578,Earthquake,150,5.9,0.426243983,0.857164683,0.215518471,0.111111111,,,,,,,
23895.00,0.2174,-23.54,-179.917,Earthquake,540,5.7,0.328295061,0.000222225,0.771787192,0.055555556,,,,,,,
23895.00,0.9864,15.674,-46.712,Earthquake,12.5,5.9,0.568746359,0.370241253,0.019398089,0.111111111,,,,,,,
23898.00,0.1591,-1.649,126.552,Earthquake,20,5.6,0.462525677,0.851536827,0.030095564,0.027777778,,,,,,,
23904.00,0.1094,51.884,174.015,Earthquake,20,5.6,0.790777815,0.983380325,0.030095564,0.027777778,,,,,,,
23904.00,0.1485,44.608,149.022,Earthquake,40.7,7,0.746163044,0.91395436,0.059620596,0.416666667,,,,,,,
23904.00,0.1487,44.578,148.699,Earthquake,58,7.2,0.745979091,0.913057126,0.084296106,0.472222222,,,,,,,
23904.00,0.2994,44.133,149.255,Earthquake,31.6,5.5,0.743250452,0.914601592,0.046640993,0,,,,,,,
23904.00,0.3109,44.112,149.539,Earthquake,35,5.6,0.743121685,0.915390492,0.051490515,0.027777778,,,,,,,
23904.00,0.3618,44.299,149.032,Earthquake,32.6,5.7,0.744268326,0.913982139,0.048067323,0.055555556,,,,,,,
23905.00,0.2282,44.167,149.87,Earthquake,35,5.6,0.743458932,0.916309949,0.051490515,0.027777778,,,,,,,
23905.00,0.2368,43.775,149.448,Earthquake,38,5.7,0.741055278,0.91513771,0.055769505,0.055555556,,,,,,,
23905.00,0.2525,43.804,149.351,Earthquake,35,5.7,0.741233099,0.914868262,0.051490515,0.055555556,,,,,,,
23905.00,0.7818,43.885,149.339,Earthquake,35,5.5,0.741729773,0.914834928,0.051490515,0,,,,,,,
23905.00,0.7849,-20.38,-68.944,Earthquake,102.2,5.9,0.34767146,0.30848484,0.147339894,0.111111111,,,,,,,
23906.00,0.2960,41.705,143.727,Earthquake,38.1,6.1,0.72836251,0.899245823,0.055912138,0.166666667,,,,,,,
23906.00,0.8346,37.718,29.378,Earthquake,25,5.9,0.703915136,0.5816053,0.037227214,0.111111111,,,,,,,
23907.00,0.3130,-39.902,45.55,Earthquake,10,5.6,0.227967011,0.626528146,0.015832264,0.027777778,,,,,,,
23908.00,0.3893,-38.08,177.442,Earthquake,95,5.9,0.239139099,0.992899901,0.137070318,0.111111111,,,,,,,
23908.00,0.9656,-21.025,173.574,Earthquake,25,6.2,0.343716467,0.982155308,0.037227214,0.194444444,,,,,,,
23910.00,0.8436,32.052,87.784,Earthquake,10,5.9,0.669172517,0.743846442,0.015832264,0.111111111,,,,,,,
23913.00,0.0816,44.505,149.218,Earthquake,45,5.6,0.745531471,0.914498812,0.065753815,0.027777778,,,,,,,
23913.00,0.7532,42.973,-126.652,Earthquake,10,5.5,0.736137597,0.148182614,0.015832264,0,,,,,,,
23914.00,0.0148,28.134,55.891,Earthquake,25,5.9,0.645148236,0.655253545,0.037227214,0.111111111,,,,,,,
23915.00,0.9917,7.175,123.613,Earthquake,40,6.3,0.516632431,0.843372825,0.058622165,0.222222222,,,,,,,
23916.00,0.4648,56.543,-152.948,Earthquake,20,6.5,0.81934574,0.075137155,0.030095564,0.277777778,,,,,,,
23917.00,0.3231,7.034,126.25,Earthquake,30,5.8,0.515767851,0.850697926,0.044358865,0.083333333,,,,,,,
23920.00,0.4068,-54.437,4.965,Earthquake,10,5.7,0.138841708,0.513790469,0.015832264,0.055555556,,,,,,,
23920.00,0.4646,60.281,-141.418,Earthquake,15,6.5,0.842266303,0.107165377,0.022963914,0.277777778,,,,,,,
23920.00,0.4835,23.764,121.56,Earthquake,40,5.9,0.618352393,0.837669968,0.058622165,0.111111111,,,,,,,
23921.00,0.1483,-5.01,153.06,Earthquake,25,6,0.441916792,0.925171183,0.037227214,0.138888889,,,,,,,
23923.00,0.1203,-1.734,126.53,Earthquake,30,5.8,0.462004476,0.851475715,0.044358865,0.083333333,,,,,,,
23923.00,0.3566,51.813,176.53,Earthquake,44.6,5.7,0.790342459,0.990366533,0.065183283,0.055555556,,,,,,,
23924.00,0.9672,-63.159,-163.707,Earthquake,10,6.1,0.085360395,0.045250628,0.015832264,0.166666667,,,,,,,
23925.00,0.8741,52.99,-167.739,Earthquake,45,7.8,0.797559555,0.034050473,0.065753815,0.638888889,,,,,,,
23926.00,0.4765,22.338,101.496,Earthquake,35,5.9,0.609608486,0.78193586,0.051490515,0.111111111,,,,,,,
23929.00,0.1280,-22.567,172.939,Earthquake,35,5.8,0.334261275,0.980391394,0.051490515,0.083333333,,,,,,,
23929.00,0.1380,38.384,22.545,Earthquake,20,6.3,0.707998896,0.562624481,0.030095564,0.222222222,,,,,,,
23929.00,0.1728,46.591,152.467,Earthquake,45,5.6,0.758322347,0.923523938,0.065753815,0.027777778,,,,,,,
23929.00,0.7755,-4.408,155.062,Earthquake,490,6.3,0.445608118,0.930732371,0.700470689,0.222222222,,,,,,,
23930.00,0.9583,-6.819,105.505,Earthquake,35,5.7,0.430824417,0.793072126,0.051490515,0.055555556,,,,,,,
23935.00,0.5814,-28.428,-68.25,Earthquake,112.4,5.7,0.29832296,0.310412645,0.161888461,0.055555556,,,,,,,
23938.00,0.7733,7.74,123.811,Earthquake,570,6,0.520096882,0.843922832,0.814577093,0.138888889,,,,,,,
23940.00,0.3059,-9.72,159.888,Earthquake,25,5.9,0.413036147,0.944138113,0.037227214,0.111111111,,,,,,,
23943.00,0.5545,7.56,124.247,Earthquake,24.6,5.7,0.518993163,0.84513396,0.036656682,0.055555556,,,,,,,
23944.00,0.7448,53.318,170.365,Earthquake,28.8,5.5,0.799570776,0.973241295,0.042647269,0,,,,,,,
23948.00,0.1533,1.813,99.276,Earthquake,105,5.5,0.483753871,0.775769108,0.151333619,0,,,,,,,
23948.00,0.5646,41.278,146.682,Earthquake,15,5.6,0.725744244,0.90745427,0.022963914,0.027777778,,,,,,,
23948.00,0.9075,51.472,175.894,Earthquake,20.1,5.7,0.788251525,0.988599842,0.030238197,0.055555556,,,,,,,
23951.00,0.9369,-2.335,101.767,Earthquake,140,5.6,0.458319281,0.782688648,0.20125517,0.027777778,,,,,,,
23952.00,0.3538,51.05,-171.289,Earthquake,21.4,6.8,0.785663918,0.024189225,0.032092426,0.361111111,,,,,,,
23952.00,0.5141,50.799,-171.607,Earthquake,15,5.7,0.784124843,0.023305879,0.022963914,0.055555556,,,,,,,
23952.00,0.6310,51.076,-171.466,Earthquake,20,5.6,0.785823344,0.023697551,0.030095564,0.027777778,,,,,,,
23953.00,0.3057,6.789,-72.907,Earthquake,160,5.6,0.514265567,0.297476354,0.229781772,0.027777778,,,,,,,
23955.00,0.9892,-32.441,-178.803,Earthquake,45,5.9,0.27371616,0.003316713,0.065753815,0.111111111,,,,,,,
23956.00,0.5555,-56.046,157.922,Earthquake,10,7.3,0.128975688,0.938676926,0.015832264,0.5,,,,,,,
23957.00,0.0846,-7.526,-81.179,Earthquake,26.3,5.7,0.426489254,0.274498257,0.039081443,0.055555556,,,,,,,
23959.00,0.0055,-5.213,151.701,Earthquake,60,6.5,0.440672042,0.921396131,0.087148766,0.277777778,,,,,,,
23965.00,0.1534,-15.449,166.98,Earthquake,25,7.2,0.377907226,0.963838387,0.037227214,0.472222222,,,,,,,
23965.00,0.3047,-15.67,167.216,Earthquake,30,5.8,0.376552105,0.964493951,0.044358865,0.083333333,,,,,,,
23965.00,0.8281,-15.685,167.097,Earthquake,30,6.9,0.376460128,0.964163391,0.044358865,0.388888889,,,,,,,
23965.00,0.8430,-15.741,167.26,Earthquake,30,6,0.376116749,0.964616175,0.044358865,0.138888889,,,,,,,
23965.00,0.9388,-15.861,167.092,Earthquake,30,7.6,0.375380936,0.964149502,0.044358865,0.583333333,,,,,,,
23966.00,0.3346,-15.817,167.399,Earthquake,30,6.9,0.375650734,0.965002292,0.044358865,0.388888889,,,,,,,
